30,30,0.029686
30,30,0.028658
30,30,0.028463
30,30,0.038162
30,30,0.026922
30,30,0.03058
30,30,0.027846
30,30,0.050337
30,30,0.049942
30,30,0.032897
34,34,0.036096
34,34,0.034713
34,34,0.042496
34,34,0.029467
34,34,0.031365
34,34,0.047921
34,34,0.030226
34,34,0.034631
34,34,0.033779
34,34,0.032047
34,34,0.05535
34,34,0.035096
34,34,0.048744
34,34,0.032794
34,34,0.03878
34,34,0.034521
34,34,0.038001
34,34,0.034278
34,34,0.038947
34,34,0.046106
34,34,0.041358
34,34,0.032977
34,34,0.042398
34,34,0.044417
34,34,0.045796
34,34,0.036652
34,34,0.04538
34,34,0.069218
34,34,0.035876
34,34,0.033994
34,34,0.031881
34,34,0.037512
34,34,0.034101
34,34,0.039018
34,34,0.03795
34,34,0.032313
34,34,0.036876
34,34,0.043672
34,34,0.052151
34,34,0.03296
34,34,0.037684
34,34,0.037838
34,34,0.038197
34,34,0.046928
34,34,0.039681
34,34,0.034545
34,34,0.039343
34,34,0.041889
34,34,0.046592
34,34,0.061562
34,34,0.037173
34,34,0.054118
34,34,0.04596
34,34,0.042777
34,34,0.038257
34,34,0.046029
34,34,0.050004
34,34,0.034316
34,34,0.031609
34,34,0.056722
34,34,0.031659
34,34,0.034132
34,34,0.032951
34,34,0.041844
34,34,0.039668
34,34,0.029598
34,34,0.035025
34,34,0.033175
34,34,0.029372
34,34,0.05059
34,34,0.040586
34,34,0.046048
34,34,0.045098
34,34,0.033193
34,34,0.044584
34,34,0.029872
34,34,0.031741
34,34,0.03341
34,34,0.032956
34,34,0.032494
34,34,0.051502
34,34,0.04169
34,34,0.034453
34,34,0.054113
34,34,4.43327
34,34,0.035439
34,34,0.04233
34,34,0.037467
34,34,0.04581
34,34,0.04059
34,34,0.042236
34,34,0.033019
34,34,0.036025
34,34,0.034586
34,34,0.035499
34,34,0.038357
34,34,0.034556
34,34,0.029788
34,34,0.037673
34,34,0.040364
34,34,0.035961
34,34,0.038304
34,34,0.037988
34,34,0.04345
34,34,0.050102
34,34,0.046899
34,34,0.068353
34,34,0.032609
34,34,0.047869
34,34,0.037614
34,34,0.048438
